Job Title,Salary Estimate,Job Description,Company Name,Rating,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist - Customer Experience,-1,"About this role:

Wells Fargo is seeking a Senior Analytics Consultant...

In this role, you will:
Review and research moderately complex business, operational, and technical challenges that require an in-depth evaluation of variable factors
Perform complex financial and economic analysis and model development
Plan, coordinate, and execute primary and secondary customer market projects
Manage or participate on large cross group projects and mentor less experienced staff








At Wells Fargo, we believe in diversity, equity and inclusion in the workplace; accordingly, we welcome applications for employment from all qualified candidates, regardless of race, color, gender, national origin, religion, age, sexual orientation, gender identity, gender expression, genetic information, individuals with disabilities, pregnancy, marital status, status as a protected veteran or any other status protected by applicable law.

Employees support our focus on building strong customer relationships balanced with a strong risk mitigating and compliance-driven culture which firmly establishes those disciplines as critical to the success of our customers and company. They are accountable for execution of all applicable risk programs (Credit, Market, Financial Crimes, Operational, Regulatory Compliance), which includes effectively following and adhering to applicable Wells Fargo policies and procedures, appropriately fulfilling risk and compliance obligations, timely and effective escalation and remediation of issues, and making sound risk decisions. There is emphasis on proactive monitoring, governance, risk identification and escalation, as well as making sound risk decisions commensurate with the business unit's risk appetite and all risk and compliance program requirements.

Candidates applying to job openings posted in US: All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.

Candidates applying to job openings posted in Canada: Applications for employment are encouraged from all qualified candidates, including women, persons with disabilities, aboriginal peoples and visible minorities. Accommodation for applicants with disabilities is available upon request in connection with the recruitment process.",WELLS FARGO BANK,3.6,"Wilmington, DE",-1,-1,-1,-1,-1,-1
"Pyxis Senior Associate, Data Scientist",$74K - $125K (Glassdoor est.),"ABOUT US

Bain & Company is a global consultancy that helps the world’s most ambitious change makers define the future.

Across 63 offices in 38 countries, we work alongside our clients as one team with a shared ambition to achieve extraordinary results, outperform the competition, and redefine industries. We complement our tailored, integrated expertise with a vibrant ecosystem of digital innovators to deliver better, faster, and more enduring outcomes. Our 10-year commitment to invest more than $1 billion in pro bono services brings our talent, expertise, and insight to organizations tackling today’s urgent challenges in education, racial equity, social justice, economic development, and the environment. We earned a gold rating from EcoVadis, the leading platform for environmental, social, and ethical performance ratings for global supply chains, putting us in the top 2% of all companies. Since our founding in 1973, we have measured our success by the success of our clients, and we proudly maintain the highest level of client advocacy in the industry.

WHO YOU'LL WORK WITH

Pyxis is Bain’s alternative data & analytics arm acquired in 2019. We are an industry leading market intelligence firm that allows B2C firms (both Bain and non-Bain clients) understand their business using a combination of our best-in-class alternative data portfolio and Bain proprietary insights. Pyxis has seen tremendous growth since being acquired (~171% revenue growth YTD) and is looking to build out its Data Scientist capabilities.

WHAT YOU'LL DO

Pyxis Senior Associate, Data Scientist’s primary responsibility is focused on flawlessly and rapidly executing Pyxis’ core analytics projects (1-2 per week) that leverage cutting edge alternative data. When not actively working on a project, this person will have a significant role in evaluating and testing new alternative datasets that Pyxis considers adding to its growing data portfolio. Finally, she/he will also help to develop Pyxis IP and automate core workflows (e.g., automated slide output) thereby improving both speed and accuracy.

Essential Functions





ABOUT YOU

Education

Required

Preferred

Experience

Required

Preferred

Knowledge, Skills, and Abilities

Required

Preferred

Applicant must have received, or be willing to receive, the COVID-19 vaccine, and be fully vaccinated (established 2 weeks following final dose) by date of employment with Bain & Company to be considered for U.S. based jobs subject to required accommodation process

WHAT MAKES US A GREAT PLACE TO WORK

We are proud to be [1] consistently recognized as one of the world's best places to work, a champion of diversity and a model of social responsibility. We are currently ranked #3 on Glassdoor's Best Places to Work list, and we have maintained a spot in the top four on Glassdoor's list for the last 13 years. We believe that diversity, inclusion and collaboration is key to building extraordinary teams. We hire people with exceptional talents, abilities and potential, then create an environment where you can become the best version of yourself and thrive both professionally and personally. We are publicly recognized by external parties such as Fortune, Vault, Mogul, Working Mother, Glassdoor and the Human Rights Campaign for being a great place to work for diversity and inclusion, women, LGBTQ and parents.

References

Visible links
1. https://www.bain.com/about/diversity-inclusion/",Bain & Company,4.5,"Austin, TX",-1,-1,-1,-1,-1,-1
Senior Data Scientist,$123K - $197K (Glassdoor est.),"Do what you love. Love what you do.

At Workday, we help the world’s largest organizations adapt to what’s next by bringing finance, HR, and planning into a single enterprise cloud. We work hard, and we’re serious about what we do. But we like to have fun, too. We put people first, celebrate diversity, drive innovation, and do good in the communities where we live and work.
About the Team
Data Scientist: Designs, develops and programs methods, processes, and systems to consolidate and analyze unstructured, diverse “big data” sources to generate actionable insights and solutions for client services and product enhancement. Interacts with product and service teams to identify questions and issues for data analysis and experiments. Develops and codes software programs, algorithms and automated processes to cleanse, integrate and evaluate large datasets from multiple disparate sources. Identifies meaningful insights from large data and metadata sources; interprets and communicates insights and findings from analysis and experiments to product, service, and business managers.",Workday,4.2,"Pleasanton, CA",-1,-1,-1,-1,-1,-1
Associate Data Scientist I,$65K - $136K (Glassdoor est.),"Role Proficiency:
Develop data-driven solutions for difficult business challenges. Utilizing analytical statistical and programming skills to collect analyze and interpret large data sets with supervision.

Outcomes:
Work with stakeholders throughout the organization to identify opportunities for leveraging data from our customers to create models that can generate business insights
Build predictive models and machine learning algorithms to analyse large amounts of information to discover trends and patterns.",UST Global,4.0,"San Jose, CA",-1,-1,-1,-1,-1,-1
Principal Data Scientist (NLP)- Remote US,-1,"The Principal Data Scientist will design studies and utilize cutting edge predictive modeling techniques, to rigorously test hypotheses, and complete analyses to turn data into actionable solutions. The Principal Data Scientist will work cross-functionally and collaboratively with teams across Humana utilizing cutting edge machine learning techniques to implement and execute test and learn projects. The ideal candidate will have experience building models and delivering application, demonstrated innovative and creative methods for overcoming testing constraints, as well as successfully applying machine learning techniques to address business needs.
Responsibilities
Our dream is to bring personalized care and health insurance into reality. We are building state of the art AI solutions in healthcare. You would be part of an exceptional multidisciplinary team, focused on application of natural language processing (NLP) with deep learning NLP techniques, such as the transformer architecture, to solve real world problems in healthcare.
40",Humana,4.0,"Louisville, KY",-1,-1,-1,-1,-1,-1
Data Scientist,-1,"Grammarly is excited to offer a remote-first hybrid working model. Team members can work primarily remotely in the United States, Canada, Ukraine, Germany, Poland, and Portugal. Conditions permitting, teams will meet in person a few weeks every quarter at one of Grammarly's hubs, currently in San Francisco, Kyiv, New York, Vancouver, and Berlin, or in a shared workspace in Krakow.
Grammarly team members in this role must be based in Canada or the United States.
The opportunity
Grammarly empowers people to thrive and connect, whenever and wherever they communicate. Every day, 30 million people and 30,000 teams around the world use our AI-powered writing assistant. All of this begins with our team collaborating in a values-driven and learning-oriented environment.","Grammarly, Inc.",4.8,Remote,-1,-1,-1,-1,-1,-1
Data Scientist,$92K - $157K (Glassdoor est.),"Company Description

Visa is a world leader in digital payments, facilitating more than 215 billion payments transactions between consumers, merchants, financial institutions and government entities across more than 200 countries and territories each year. Our mission is to connect the world through the most innovative, convenient, reliable and secure payments network, enabling individuals, businesses and economies to thrive.
When you join Visa, you join a culture of purpose and belonging – where your growth is priority, your identity is embraced, and the work you do matters. We believe that economies that include everyone everywhere, uplift everyone everywhere. Your work will have a direct impact on billions of people around the world – helping unlock financial access to enable the future of money movement.",Visa,4.0,"Arlington, VA",-1,-1,-1,-1,-1,-1
Data Scientist,$110K - $208K (Glassdoor est.),"LiveRamp is the leading data connectivity platform for the safe and effective use of data. Our platform powers people-based customer experiences that improve the relevance of marketing and allow consumers to connect with the brands and products they love. We thrive on solving fascinating technical problems and enabling our customers' success—and we're always looking for smart, kind, compassionate people to help us blaze a trail.
Mission: LiveRamp makes it safe and easy for businesses to use data effectively.
About this role
As a Data Scientist you will be responsible for supporting the design, development and delivery of measurement solutions that enable customers to derive actionable insights from LiveRamp's suite of products. This role is dynamic and diverse, requiring you to be innovative yet logical in applying statistical methods and analytical solutions. You will support LiveRamp customers and senior members of the team by generating campaign analysis, building attribution models, and creating custom reports and queries that utilize large volumes of data from a variety of sources including digital media, television and first-party CRM. You will leverage your technical and analytical skills to deliver thoughtful insights that inform client business decisions.",LiveRamp,4.2,"New York, NY",-1,-1,-1,-1,-1,-1
Research Data Scientist,-1,"Research Data Scientist
New York
As a Barclays Research Data Scientist, you will analyze alternative data and data science methods to inform financial research collaboratively with finance domain experts. You will also be developing our methods and infrastructure for producing this research, and thereby increase our productivity over time, work on longer-term projects to improve our capabilities, e.g. by developing neural language models on text, and innovating new bias adjustment methods.
This role is regulated by FINRA.
Barclays is one of the world's largest and most respected financial institutions, with 329 years of success, quality and innovation behind us. We've helped millions of individuals and businesses thrive, creating financial and digital solutions that the world now takes for granted. An important and growing presence in the USA, we offer careers providing endless opportunity.",Barclays,4.0,"New York, NY",-1,-1,-1,-1,-1,-1
Research Scientist - Risk Data Mining,$97K - $211K (Glassdoor est.),"Founded in 2012, ByteDance is a technology company operating a range of content platforms that inform, educate, entertain, and inspire people across languages, cultures, and geographies.

With a suite of more than a dozen products, including TikTok, Douyin, Toutiao, Helo, and Resso, ByteDance now has a portfolio of applications available in over 150 markets and 75 languages.

The Business Risk Integrated Control (BRIC) team is missioned to:
Protect ByteDance users, including and beyond content consumers, creators, advertisers;
Secure platform health and community experience authenticity;
Build infrastructures, platforms and technologies, as well as to collaborate with many cross-functional teams and stakeholders.
The BRIC team works to minimize the damage of inauthentic behaviors on ByteDance platforms (e.g. TikTok, CapCut, Resso, Lark), covering multiple classical and novel community and business risk areas such as account integrity, engagement authenticity, anti spam, API abuse, growth fraud, live streaming security and financial safety (ads or e-commerce), etc.

In this team you'll have a unique opportunity to have first-hand exposure to the strategy of the company in key security initiatives, especially in building scalable and robust, intelligent and privacy-safe, secure and product-friendly systems and solutions. Our challenges are not some regular day-to-day technical puzzles -- You'll be part of a team that's developing novel solutions to first-seen challenges of a non-stop evolvement of a phenomenal product eco-system. The work needs to be fast, transferrable, while still down to the ground to making quick and solid differences.



ByteDance is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At ByteDance, our mission is to inspire creativity and enrich life. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We believe individuals shouldn't be disadvantaged because of their background or identity, but instead should be considered based on their strengths and experience. We are passionate about this and hope you are too.

ByteDance is committed to providing reasonable accommodations during our recruitment process. If you need assistance or accommodation, please reach out to us at USRC@bytedance.com.",TikTok,3.6,,-1,-1,-1,-1,-1,-1
Junior Data Scientist,$63K - $117K (Glassdoor est.),"Job #:
req17684

Organization:
World Bank

Sector:
Economics

Grade:
GE

Term Duration:",World Bank Group,4.1,,-1,-1,-1,-1,-1,-1
"Investigator, Genomic Data Scientist",$75K - $140K (Glassdoor est.),"Site Name: USA - Pennsylvania - Upper Providence, GSK House, Stevenage, USA - Massachusetts - Cambridge
Posted Date: Jun 9 2022

We are seeking a genomic data scientist with a track record of supporting innovative, high-quality research by managing and analyzing large volumes of genetic and genomic data and results.
GSK aims to improve the number of successful late stage clinical trials for innovative medicines, by both identifying and advancing drug targets that have strong evidence of a causal role in disease biology. The Human Genetics team leverages major scientific and technological advances, including investment in biobanks linked to large-scale human health databases, cutting-edge informatics platforms, breakthrough understanding of biological pathways, functional genomics capabilities built upon rapid progress in gene editing, and leading industry-academia partnerships, in order to identify the best targets and to continue evaluation of targets through their life in the pipeline.",GSK,3.9,,-1,-1,-1,-1,-1,-1
"Senior Data Scientist, Content Analytics, New Content Formats",$85K - $166K (Glassdoor est.),"Data, Research & Insights
Data Science
Spotify’s mission is to unlock the potential of human creativity by giving a million creative artists the opportunity to live off their art and billions of fans the opportunity to enjoy and be inspired by these creators. Everything we do is driven by our love for innovating the world of audio and expression. Today, we are the world’s most popular audio streaming subscription service with a community of more than 381 million users.
Location
New York or Remote Americas
Job type",Spotify,4.2,,-1,-1,-1,-1,-1,-1
"Data Scientist - TikTok E-commerce Governance, US Tech Services",$81K - $170K (Glassdoor est.),"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo.

Governance and Experience team strives to build a worry-free shopping journey for our users on TikTok. We provide a trustworthy e-commerce experience by (1) eliminating malicious sellers, (2) ensuring listings are policy compliant, (3) ensuring users receive authentic products in the condition they expect, and (4) in the rare chance the order experience does not meet customer expectations, we make things right by providing hassle-free solutions.


Develop scientific metrics to measure success of E-Commerce governance and experience team.


TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We believe individuals shouldn't be disadvantaged because of their background or identity, but instead should be considered based on their strengths and experience. We are passionate about this and hope you are too.

TikTok is committed to providing reasonable accommodations during our recruitment process. If you need assistance or an accommodation, please reach out to us at zoe.louie@bytedance.com",TikTok,3.6,,-1,-1,-1,-1,-1,-1
Data Scientist - Risk,$74K - $182K (Glassdoor est.),"Paramount Global (NASDAQ: PARA, PARAA) is a leading global media and entertainment company that creates premium content and experiences for audiences worldwide. Driven by iconic studios, networks and streaming services, Paramount's portfolio of consumer brands includes CBS, Showtime Networks, Paramount Pictures, Nickelodeon, MTV, Comedy Central, BET, Paramount+, Pluto TV and Simon & Schuster, among others. Paramount delivers the largest share of the U.S. television audience and boasts one of the industry's most important and extensive libraries of TV and film titles. In addition to offering innovative streaming services and digital video products, the company provides powerful capabilities in production, distribution and advertising solutions.
Are you passionate about using data to help drive insights in media and entertainment? Paramount is looking for a Jr. Data Scientist who is excited work on some of the hottest topics in media technology today: big data, data visualization, modeling, machine learning, and most importantly, the translation of data into new products, tools, and insights.

Come join the Data & Decision Sciences Group - a team of data scientists, data engineers, and full stack developers who are using the latest technology to understand our content and audiences. Our ideal candidate is a motivated data scientist who is excited to support Paramount's data strategy by helping to build products for researchers across our core brands including CBS, Nickelodeon, MTV, Comedy Central, Paramount, VH1, BET, Pluto TV, and more! You will work with a wide range of data sets (metered measurement data, syndicated data, survey data, streaming platform data) to mine, analyze, forecast, segment, predict, and ultimately drive insights and build new data delivery tools. You will also gain media industry experience by understanding both Paramount's business needs and existing data assets in order to connect the dots and build innovative and interactive data solutions.


Developing products and tools that allow for easier access to all data and flexible and real time reporting.
Aggregating viewing data to create predictive models for audience growth, programming opportunity, and optimal marketing plans.
Creating data maps and taxonomies from disparate data sets and the development of standardized KPIs/metrics for insights.
Crafting processes and techniques to effectively fuse custom survey data sets to viewing as well as fusing different measurement data sets together.
Construction of data pipelines and architecture to keep our products available and accurate for our stakeholders.


data science, statistics, big data, research (survey and measurement-based), data platform architecture, BI, data visualization, and data automation.
B.A. / B.S. (M.S. or Ph.D. is a plus) in Statistics, Computer Science, Mathematics, Social Sciences, Physics, Computational Biology, Sociology, Cognitive Science, or another quantitative field.
Expertise in Python or SQL.
Interest in creating, building, and architecting data dashboards and platforms in cloud environments.


Experience with statistical techniques, modeling, and machine learning.
R
Tableau
Experience in big data

Paramount is an equal opportunity employer (EOE) including disability/vet.

At Paramount, the spirit of inclusion feeds into everything that we do, on-screen and off. From the programming and movies we create to employee benefits/programs and social impact outreach initiatives, we believe that opportunity, access, resources and rewards should be available to and for the benefit of all. Paramount is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ethnicity, ancestry, religion, creed, sex, national origin, sexual orientation, age, citizenship status, marital status, disability, gender identity, gender expression, and Veteran status.

If you are a qualified individual with a disability or a disabled veteran, you may request a reasonable accommodation if you are unable or limited in your ability to use or access. https://www.paramount.com/careers as a result of your disability. You can request reasonable accommodations by calling 212.846.5500 or by sending an email to viacomaccommodations@viacom.com. Only messages left for this purpose will be returned.",Flex,3.8,"New York, NY",-1,-1,-1,-1,-1,-1
Data Scientist,$81K - $162K (Glassdoor est.),"TransUnion's Job Applicant Privacy Notice
What We'll Bring:
At TransUnion, we strive to build an environment where our associates are in the driver’s seat of their professional development, while having access to help along the way. We encourage everyone to pursue passions and take ownership of their careers. With the support of colleagues and mentors, our associates are given the tools needed to get where they want to go. Regardless of job titles, our associates have the opportunity to learn new things and be a leader every day.

Come be a part of our team – you’ll work with great people, pioneering products and cutting-edge technology.
Specific Responsibilities
Success Criteria


Acquisition Exempt, Acquired Associate",TransUnion,4.1,"White Plains, NY",-1,-1,-1,-1,-1,-1
Data Scientist,Employer Provided Salary:$100K,"Job description
This is a Full-Time Direct Hire role with Excelion Partners.
This role can sit fully remote.
No C2C options for this role at this time.
This role is mainly a Data Scientist position, but with some Data Engineering skills required as well.
About US: At Excelion Partners, we help cut through noisy data to expose insights. We understand our client’s opportunity of having millions of data points and their challenge in uncovering their value. We are experts in advanced data analytics, AI, Talent Acquisition, and IoT technology solutions that can improve processes, differentiate products or services, and create new opportunities for our customers.",Excelion Partners,1.0,Remote,-1,-1,-1,-1,-1,-1
Data Scientist II,Employer Provided Salary:$70 - $73 Per Hour,"Responsibilities:
Selecting features, building and optimizing classifiers using machine learning techniques
Data mining using state-of-the-art methods.
Extending company's data with third party sources of information when needed.
Enhancing data collection procedures to include information that is relevant for building analytic systems.
Processing, cleansing, and verifying the integrity of data used for analysis.
Doing ad-hoc analysis and presenting results in a clear manner.
Creating automated anomaly detection systems and constant tracking of its performance.",Sublime Wireless Inc,3.7,"Frisco, TX",-1,-1,-1,-1,-1,-1
Data Scientist,Employer Provided Salary:$68K - $156K,"Segment: Market Intelligence
The Role: Data Scientist III
Location: Boston or Remote, EST Time Zone
GL: 10 (for internal use only)

At S&P Global Market Intelligence, we hire talented people and give them the autonomy and support needed to build amazing technology and products. To do this, we look for people who insist on a bias towards action and encourage open, honest, and efficient collaborations. We dedicate time and resources to explore new ideas and, as a result, we produce technology that is scalable, robust, and useful.

The Team
You will be part of a rapidly growing organization, joining the team of highly motivated and professional Data Scientists and Machine Learning Engineers within the S&P Global Market Intelligence Data Science Team.

The Impact
Market Intelligence provides financial and industry data, research, news and analytics to investment professionals, government agencies, corporations, and universities worldwide. We integrate news, comprehensive market and sector-specific data and analytics into a variety of tools to help clients track performance, generate alpha, identify investment ideas, understand competitive and industry dynamics, perform valuations, and assess credit risk. Given the incredible scope of MI’s offerings, we are tackling many complex and exciting problems including but not limited to NLP, time series modeling, record linkage, recommendation systems, anomaly detection, and graph theory.


Collaborate with a variety of stakeholders across the data, product, commercial, and technology organizations and cross divisionally
Conduct original research on some of the most interesting datasets - both proprietary and open source
Identify, research, prototype, and build predictive products
Analyze, transform, structure, and crunch financial data that is growing in size, diversity, and complexity
Write production-ready code and collaborate with machine learning engineers to deploy ML models


Advanced degree in Computer Science, Math, Statistics, Engineering, or related quantitative field
3+ years of experience in data analysis or similar role
Proficiency in Python
Experience with advanced machine learning, natural language processing, and statistics models
Strong statistical knowledge and intuition, especially for applying analysis to real data
Strong communications skills
Strong interest in capital market & economics theory



S&P Global states that the anticipated base salary range for this position is $68,300 to $155,900 . Base salary ranges may vary by geographic location.

This role is eligible to receive S&P Global benefits. For more information on the benefits we provide to our employees, visit https://www.spgbenefitessentials.com/newhires .


S&P Global does not accept unsolicited agency resumes. Please do not forward such resumes to any S&P Global employee, office location or website. S&P Global will not be responsible for any fees related to such resumes.

S&P Global is an equal opportunity employer committed to making all employment decisions without regard to race/ethnicity, gender, pregnancy, gender identity or expression, color, creed, religion, national origin, age, disability, marital status (including domestic partnerships and civil unions), sexual orientation, military veteran status, unemployment status, or any other basis prohibited by federal, state or local law. Only electronic job submissions will be considered for employment.

If you need an accommodation during the application process due to a disability, please send an email to: EEO.Compliance@spglobal.com and your request will be forwarded to the appropriate person.
The EEO is the Law Poster http://www.dol.gov/ofccp/regs/compliance/posters/pdf/eeopost.pdfdescribes discrimination protections under federal law.

-----------------------------------------------------------

Equal Opportunity Employer
S&P Global is an equal opportunity employer and all qualified candidates will receive consideration for employment without regard to race/ethnicity, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, marital status, military veteran status, unemployment status, or any other status protected by law. Only electronic job submissions will be considered for employment.

If you need an accommodation during the application process due to a disability, please send an email to: EEO.Compliance@spglobal.com and your request will be forwarded to the appropriate person.

The EEO is the Law Poster http://www.dol.gov/ofccp/regs/compliance/posters/pdf/eeopost.pdf describes discrimination protections under federal law.

----------------------------------------------------------- 20 - Professional (EEO-2 Job Categories-United States of America), IFTECH202.1 - Middle Professional Tier I (EEO Job Group), SWP Priority – Ratings - (Strategic Workforce Planning)

271991
2022-04-17
Boston, Massachusetts, United States",S&P Global,4.1,"Raleigh, NC",-1,-1,-1,-1,-1,-1
Data Scientist,Employer Provided Salary:$102K - $110K,"Job Posting | Senior Data Scientist
Evalueserve is a global professional services provider offering research, analytics, and data management services. We’re powered by mind+machine – a unique combination of human expertise and best-in-class technologies that use smart algorithms to simplify key tasks. This approach enables us to design and manage processes that can generate and harness insights on a large scale, significantly cutting costs and timescales and helping businesses that partner with us to overtake the competition.
We work with clients across a wide range of industries and business functions, helping them to make better decisions faster; reach new levels of efficiency and effectiveness; and see a tangible impact on their top and bottom line.
Job Description:",Evalueserve,4.0,Remote,-1,-1,-1,-1,-1,-1
Data Scientist,$57K - $107K (Glassdoor est.),"Position Overview
Collaborates with partners across the Company in product, marketing, operations, and finance departments to develop business insights and make actionable recommendations. Examines data to uncover insights, design experiments and measure the impact, and ultimately help influence decision-making across the entire organization. Responsible for combining different sources of data to contribute to strategic and operational decision making.
Job Responsibilities
Interacts with stakeholders to establish business metrics and analytical frameworks that measure the health of our products, our customer experience, and contractor performance.
Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, and re-designing data infrastructure for greater scalability.",Terminix,3.2,"Memphis, TN",-1,-1,-1,-1,-1,-1
Data Scientist (100% Remote),$76K - $144K (Glassdoor est.),"Overview

Frontdoor is a company that’s obsessed with taking the hassle out of owning a home. With services powered by people and enabled by technology, it is the parent company of four home service plan brands: American Home Shield, HSA, Landmark and OneGuard, as well as ProConnect, an on-demand membership service for home repairs and maintenance, and Streem, a technology company that enables businesses to serve customers through an enhanced augmented reality, computer vision and machine learning platform. Frontdoor serves 2.2 million customers across the U.S. through a network of approximately 17,000 pre-qualified contractor firms that employ an estimated 60,000 technicians. The company’s customizable home service plans help customers protect and maintain their homes from costly and unexpected breakdowns of essential home systems and appliances. With 50 years of home services experience, the company responds to over four million service requests annually. For details, visit frontdoorhome.com.

Responsibilities

Process massive amounts of structured and unstructured data.

Build advanced supervised and unsupervised machine learning models for batch and real-time applications.

Research new machine learning solutions to complex business problems.

Develop and deploy models in production using Python.

Run A/B test experiments and analyze results.

Communicate findings to non-technical audience.

Stay current with new tools and techniques in the literature.

Qualifications

Masters in Computer Science, Engineering, Statistics, or related field (PhD preferred)

Excellent communication skills.

Strong background in machine learning and statistics.

Solid foundation in data structures and algorithms.

Proficiency in Python fornumerical/statisticalprogramming (including Numpy, Pandas, and Scikit-learn).

Ability to write complex SQL queries.

Experience training deep neural networks.

Experience with natural language processing.

4 or more years of industry experience building ML and statistical models.

Other/State Specific

We are passionate about empowering our people, and are creating an environment where associates are engaged and excited to be part of taking the hassle out of home ownership. Our approach to benefits is holistic, and includes health, wellbeing and financial components including: insurance for medical/pharmacy, dental, vision, life, and disability, weight loss and smoking cessation programs, matching 401(k) and ability to participate in our employee stock purchase plan. The incoming salary for this role is $140,000 for the minimum level of experience outlined in the requirements for this role; however, the salary we ultimately offer will typically increase commensurate with experience.

Need help finding the right job?

We can recommend jobs specifically for you!

Job Locations US-CO-Denver | US-TX-Austin | US-WA-Olympia | US-CA-Sacramento | US-FL-Tallahassee | US-AZ-Phoenix | US-UT-Salt Lake City | US-OR-Salem | US-TX-Austin | US-NY-Albany | US-NJ-Trenton | ...

ID 2021-2309

Category Engineering

Type Full Time

Company AHS American Home Shield Corp",Frontdoor,3.3,"Salt Lake City, UT",-1,-1,-1,-1,-1,-1
Senior Data Scientist,$82K - $161K (Glassdoor est.),"TransUnion's Job Applicant Privacy Notice
What We'll Bring:
At TransUnion, we strive to build an environment where our associates are in the driver’s seat of their professional development, while having access to help along the way. We encourage everyone to pursue passions and take ownership of their careers. With the support of colleagues and mentors, our associates are given the tools needed to get where they want to go. Regardless of job titles, our associates have the opportunity to learn new things and be a leader every day.

Come be a part of our team – you’ll work with great people, pioneering products and cutting-edge technology.
• Advanced knowledge of R • Advanced knowledge of SQL • Advanced knowledge of Microsoft Office Suite • Knowledge of Python, and or other programming languages • Qualified candidates will have a strong passion for empirical research, answering hard questions with data, and formulating repeatable models/insights. • Good attitude and willingness to teach and learn
We are looking for an experienced Data Scientist to join our team and help us, and our clients, optimise our data and analytics capabilities. Based in Wellington, Marketview specialises in the analysis and reporting of large and complex datasets. Our clients include many of the largest retailers and public sector organisations in the country. This role will be heavily involved in the creation, management and future evolutions of our reporting datasets. This role includes advanced sampling and modelling of large input datasets, so would suit someone with experience in: • Manipulating and analysing complex, high-volume, high-dimensionality data from varying sources • Capability to select the optimal statistical model/machine learning methodology to solve practical business problems • Uses machine learning and statistical modelling techniques such as decision trees, logistic regression, and others to develop and evaluate algorithms to improve product/system performance, quality, data management and accuracy • Work with other data scientists in the design and execution of data mining tools • Able to create highly readable, reusable code • Ability to work independently with minimal to no supervision to achieve the project objectives in a timely fashion • Keeping up to date with new methodology/technology to improve existing modelling efficiency and accuracy The successful applicant will also be tasked with creating accurate insights for our reporting datasets or to be delivered to clients on an ad-hoc basis. This will suit someone with experience in: • Communicating complex quantitative analysis in a clear, precise, and actionable manner • Developing new metrics for analysing and monitoring macro consumer spending trends • Linking data and information together in new innovative ways to deliver business insights to our clients
Acquisition Exempt, Acquired Associate",TransUnion,4.1,"Wellington, FL",-1,-1,-1,-1,-1,-1
Senior Data Scientist,Employer Provided Salary:$55 - $64 Per Hour,"5+ years of experience in the role of Epidemiologist - Experience with using data to uncover health disparities and/or advance health equity strategies
8+ years of total healthcare / data analysis experience
Expertise with data analytics and visualization software – Experience with SAS and Power BI required (Tableau nice to have)
Experience working with large data sets (1 million+ rows of data)
Job Type: Full-time
Pay: $55.00 - $64.00 per hour
Schedule:
8 hour shift",GeBBS Consulting,4.1,"Baltimore, MD",-1,-1,-1,-1,-1,-1
Associate Data Scientist,$65K - $123K (Glassdoor est.),"KEY RESPONSIBILITIES:
Partnering closely with Hedgeye’s marketing team, you will serve as the lead for all analytics efforts designed to advance our portfolio/campaign monitoring, reporting, emergent trend detection, and growth hacking capabilities
Independently lead the firm in evaluating, selecting, implementing, and training users on a self-service dashboarding solution
Assist Hedgeye’s product group in providing timely, high-quality research with quantitative analyses that enhance analysts’ financial models and with automations to accelerate our speed to market
Develop complex, dynamic SQL queries for production use
Collaborate closely with our Operations team on database design, data pipelines, and infrastructure selection to support internal and external analytics applications
SKILLS REQUIRED:
EDUCATION/WORK EXPERIENCE:",Hedgeye Risk Management LLC,3.8,"Stamford, CT",-1,-1,-1,-1,-1,-1
Data Scientist (Open to Remote),$64K - $141K (Glassdoor est.),"Company Description

About us, but we’ll be brief
We are thrilled to share that FORTUNE has named Experian one of the 100 Best Companies to Work For. In addition, for the last five years we’ve been name in the top 100 “World’s Most Innovative Companies” by Forbes Magazine.

Experian DataLabs is a R&D unit at Experian formed with the desire to work in collaboration with Experian’s business units to enhance relationships with clients and acquire strategic datasets. Experian® is a global leader in providing information, analytical tools and marketing services to organizations and consumers to help manage the risk and reward of commercial and financial decisions. Using our comprehensive understanding of individuals, markets and economies, we help organizations find, develop and manage customer relationships to make their businesses more profitable.",Experian,4.4,"San Diego, CA",-1,-1,-1,-1,-1,-1
